1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,3 - County Code,3 - County Name,4 - Place Code,City - InfoBridge Place Code,City - InfoBridge Place Name,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),6A - Features Intersected,7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),CAT29 - Deck Area (sq. ft.),2 - Highway Agency District,9 - Location,11 - Mile Point (miles),16 - Latitude (decimal),17 - Longitude (decimal),21 - Maintenance Responsibility,37 - Historical Significance Code,98A - Neighboring State Name,98B - Neighboring State Percent Responsibility,99 - Border Bridge Structure Number,101 - Parallel Structure Designation Code,106 - Year Reconstructed,44A - Approach Spans Material,44B - Approach Spans Design,46 - Number of Approach Spans,107 - Deck Structure Type Code,108A - Wearing Surface Type Code,108B - Membrane Type Code,108C - Deck Protection Code,10 - Inventory Route - Minimum Vertical Clearance (ft.),32 - Approach Roadway Width (ft.),33 - Bridge Median Code,34 - Skew Angle (degrees),35 - Structure Flared,38 - Navigation Control Code,39 - Navigation Vertical Clearance (ft.),40 - Navigation Horizontal Clearance (ft.),47 - Inventory Route Total Horizontal Clearance (ft.),48 - Length of Maximum Span (ft.),50A - Left Curb/Sidewalk Width (ft.),50B - Right Curb/Sidewalk Width (ft.),51 - Bridge Roadway Width Curb to Curb (ft.),52 - Deck Width - Out to Out (ft.),53 - Minimum Vertical Clearance Over Bridge Roadway (ft.),54B - Minimum Vertical Underclearance (ft.),55B - Minimum Lateral Underclearance on Right (ft.),56 - Minimum Lateral Underclearance on Left (ft.),111 - Pier Abutment Protection Code,116 - Minimum Vertical Clearance - Lift Bridge (ft.),90 - Inspection Date,91 - Designated Inspection Frequency,92A - Fracture Critical Details,92B - Underwater Inspection,92C - Other Special Inspection,93A - Fracture Critical Detail Date,93B - Underwater Inspection Date,93C - Other Special Inspection Date,36A - Bridge Railings,36B - Transitions,36C - Approach Guardrail,36D - Bridge Guardrail Ends,58 - Deck Condition Rating,59 - Superstructure Condition Rating,60 - Substructure Condition Rating,61 - Channel and Channel Protection Condition Rating,62 - Culverts Condition Rating,67 - Structural Evaluation Appraisal,68 - Deck Geometry Appraisal,69 - Underclearance Appraisal Vertical and Horizontal,71 - Waterway Adequacy Appraisal,72 - Approach Alignment Appraisal,113 - Scour Critical Bridge Value,31 - Design Load Descriptor,41 - Structure Operational Status Code,63 - Operating Rating Method Code,64 - Operating Rating (US tons),65 - Inventory Rating Method Code,66 - Inventory Rating (US tons),70 - Bridge Posting Code,5A - Record Type,5B - Route Signing Prefix Code,5C - Designated Level of Service Code,5D - Route Number,5E - Directional Suffix Code,12 - Base Highway Network,19 - Bypass or Detour Length (miles),20 - Toll Status,26 - Functional Class Of Inventory Route,28A - Lanes On the Structure,28B - Lanes Under the Structure,30 - Year of Average Daily Traffic,42A - Type of Service on Bridge Code,42B - Type Of Service Under Bridge Code,100 - STRAHNET Highway Designation,102 - Direction of Traffic Code,104 - Inventory Route NHS Code,105 - Federal Lands Highways Code,109 - Average Daily Truck Traffic (Percent ADT),110 - Designated National Truck Network Code,114 - Future Average Daily Traffic,115 - Year of Future Average Daily Traffic,13A - LRS Inventory Route,13B - Subroute Number,54A - Minimum Vertical Underclearance Reference Feature,55A - Minimum Lateral Underclearance Reference Feature,75A - Type of Work Proposed,75B - Work Done By,76 - Length of Structure Improvement (ft.),94 - Bridge Improvement Cost,95 - Roadway Improvement Cost,96 - Total Project Cost,97 - Year of Improvement Cost Estimate,103 - Temporary Structure Designation Code,112 - NBIS Minimum Bridge Length,CAT23 - Condition Code,Computed - Average Daily Truck Traffic (Volume),Latest Submittal Year,Average Relative Humidity,Average Temperature,Maximum Temperature,Mean Wind Speed,Minimum Temperature,Number of Freeze-Thaw Cycles,Number of Snowfall Days,Number of Days with Measurable Precipitation,Number of Days with Temperature Below 0?C,Prevailing Wind Direction,Time of Wetness,Total Precipitation,Metropolitan Planning Organization (MPO),U.S. Congressional District,State Senate District,State House District
13,Georgia,000000005100780,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1966,15750,Steel,Stringer/Multi-beam or Girder,3,202.1,I-16 EBL (SR 404)       ,SR 204 WBL        ,Good,56,8155.6,5,IN SAVANNAH CITY LIMITS  ,26,32.06678,-81.11432,1,5,,,,N,,0,0,0,1,0,8,8,99.99,37.1,0,30,0,N,0,0,37.7,78.1,0,0,38.1,40.4,99.98999786,16.2,9.8,0,,0,8/2/18 0:00,24,N  ,N  ,N  ,,,,1,0,1,0,7,7,7,N,N,6,7,4,N,8,Bridge not over waterway,5,A,1,48.9,1,29,5,1,3,1,204,0,1,3.1,3,14,2,2,2011,1,1,1,1,1,0,1,0,23625,2031,,0,H,H,,,0,789,79,1184,,,Y,7,158,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000012750200,State Highway Agency,127,Glynn County,11560,11560,Brunswick city,2002,11950,Prestressed Concrete,Stayed Girder,3,7779.9,BRUNSWICK RIVER         ,SIDNEY LANIER BRID,Good,20,576852.3,5,0.5 S BRUNSWICK CTY LMTS ,9,31.11624,-81.48534,1,5,,,,N,,1,3,34,1,0,0,0,99.99,62,3,0,0,1,184.7,998.7,33.8,1250,0,0,67.9,74.1,99.98999786,15.9,0,0,2,0,11/2/18 0:00,24,N  ,Y60,N  ,,918,,1,0,1,1,7,7,7,8,N,7,9,3,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,1,61,1,43,5,1,2,1,25,0,1,19.3,3,14,4,4,2011,1,6,1,2,1,0,6,1,17925,2031,1271002500,0,H,H,,,0,46979,4698,70468,,,Y,7,717,2022,,,,,,,,,,,,,,01 - Congressional District 1,003 - State Senate District 3,179 - State House District 179
13,Georgia,000000019100490,County Highway Agency,191,McIntosh County,0,0,No Place Code,1989,640,Prestressed Concrete,Stringer/Multi-beam or Girder,5,200.1,HARRIS NECK CREEK       ,HARRIS NECK ROAD  ,Good,33,8273.1,5,6.4 MI E OF JCT SR 25    ,6,31.62478,-81.28957,2,5,,,,N,,0,0,0,1,0,0,8,99.99,22,0,0,0,0,0,0,37.7,40,0,0,37.7,41.3,99.98999786,0,0,0,,0,4/2/18 0:00,24,N  ,Y60,N  ,,720,,1,0,1,0,7,8,7,8,N,7,7,N,8,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",6,A,1,89,1,50.9,5,1,4,1,1490,0,1,98.8,3,7,2,0,2011,1,5,0,2,0,0,1,0,960,2031,1912024600,0,N,N,,,0,781,78,1172,,,Y,7,6,2022,78,20.7,33.9,2,2.3,,,133,0,175.96,4392,1541.35,,01 - Congressional District 1,003 - State Senate District 3,167 - State House District 167
13,Georgia,000000012700650,State Highway Agency,127,Glynn County,11560,11560,Brunswick city,1950,22740,Concrete Continuous,Tee Beam,13,324.1,TERRY CREEK             ,CR 582 TORRAS CAUS,Good,72,24459.9,5,.5 MI E OF BRUNSWICK     ,10,31.16169,-81.46884,1,5,,,,N,1986,0,0,0,1,6,8,8,99.99,58.1,0,0,0,0,0,0,71.9,36.1,0,0,71.9,75.5,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,Y60,N  ,,718,,1,0,1,1,7,7,7,8,N,7,9,N,9,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",2,A,1,76.9,1,46,5,1,4,1,582,0,1,98.8,3,14,4,0,2011,1,5,0,2,1,0,1,0,34110,2031,,0,N,N,,,0,1956,196,2935,,,Y,7,227,2022,,,,,,,,,,,,,"13199100 - Brunswick Area Transportation Study, GA",01 - Congressional District 1,003 - State Senate District 3,179 - State House District 179
13,Georgia,000000005100950,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1966,46090,Steel Continuous,Stringer/Multi-beam or Girder,4,270,M-4079 STILES AVE.      ,I-16 (WBL) - US 17,Good,56,15768.5,5,IN SAVANNAH CITY LIMITS  ,165,32.06758,-81.11703,1,5,,,,L,,0,0,0,1,0,0,0,99.99,38.1,1,15,0,N,0,0,52.5,92.8,2,2,52.5,58.4,99.98999786,16.3,22.3,0,,0,8/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,1,0,7,7,7,7,N,5,4,7,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,1,43,1,25.9,5,1,1,1,16,0,1,1.2,3,11,4,2,2011,1,6,1,1,1,0,1,1,69135,2031,,0,H,H,35,1,0,1630,163,2446,,,Y,7,461,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,162 - State House District 162
13,Georgia,000000005100960,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1966,46090,Steel Continuous,Stringer/Multi-beam or Girder,4,256.9,M-4079 STILES AVE.      ,I-16 (EBL) - US 17,Good,56,13316.5,5,IN SAVANNAH CITY LIMITS  ,165,32.06715,-81.11729,1,5,,,,R,,0,0,0,1,0,0,0,99.99,37.1,1,15,1,N,0,0,45.6,89.9,2,2,45.9,51.8,99.98999786,16.8,21.3,0,,0,8/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,1,0,7,7,7,7,N,7,4,7,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,1,68.9,1,40.9,5,1,1,1,16,0,1,1.2,3,11,3,2,2011,1,6,1,1,1,0,1,1,69135,2031,,0,H,H,35,1,0,1278,128,1917,,,Y,7,461,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005150430,City or Municipal Highway Agency,51,Chatham County,69000,69000,Savannah city,1995,6270,Prestressed Concrete,Stringer/Multi-beam or Girder,5,430.1,CSX RAILROAD            ,STALEY AVENUE     ,Good,27,21590.6,5,SW CITY LIMIT OF SAVANNAH,1,32.0379,-81.13006,4,5,,,,N,,0,0,0,1,0,0,0,99.99,27.9,0,15,0,N,0,0,43,109.9,4.9,0,43,50.2,99.98999786,22.4,24.9,0,,0,7/2/17 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,8,7,7,N,N,7,5,6,N,8,Bridge not over waterway,6,A,1,91.9,1,40.9,5,1,5,6,1459,0,1,3.7,3,19,2,0,2011,5,2,0,2,0,0,1,0,9405,2031,,0,R,R,31,1,0,1680,168,2520,,,Y,7,63,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005100680,City or Municipal Highway Agency,51,Chatham County,69000,69000,Savannah city,1940,10050,Steel,Stringer/Multi-beam or Girder,5,223.1,CSX RAILROAD            ,MILLS LANE        ,Fair,82,11637.9,5,W CITY LIMITS SAVANNAH   ,1,32.05073,-81.12576,4,5,,,,N,,0,0,0,1,0,0,0,99.99,21,0,20,0,N,0,0,40,63,4.9,4.9,40.4,52.2,99.98999786,21.8,11.8,0,,0,12/2/17 0:00,24,N  ,N  ,N  ,,,,0,0,1,0,6,7,7,N,N,6,5,5,N,8,Bridge not over waterway,2,P,1,45,1,26.9,5,1,5,1,4025,0,1,1.9,3,16,2,0,2011,5,2,0,2,0,0,1,0,15075,2031,,0,R,R,,,0,871,87,1307,,,Y,6,101,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005100490,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1938,15620,Steel,Stringer/Multi-beam or Girder,1,45.9,ABANDONED RR  REMOVE    ,US 80             ,Fair,84,2426.2,5,IN W SECTION OF SAVANNAH ,17,32.05701,-81.12419,1,5,,,,N,,0,0,0,1,6,8,8,99.99,25.9,0,40,0,N,0,0,39.7,45.9,4.9,4.9,40,52.8,99.98999786,0,0,0,,0,9/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,1,0,7,7,6,N,N,6,2,N,N,8,Bridge not over waterway,4,A,1,57,1,34,5,1,2,1,80,0,1,1.9,3,14,4,0,2011,5,0,2,2,1,0,1,0,23430,2031,,0,N,N,,,0,278,28,417,,,Y,6,156,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005100480,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1954,15620,Concrete,Culvert,1,39,M-4079 STILES AVE.      ,US 80             ,Good,68,1639.6,5,W CITY LIMITS SAVANNAH   ,17,32.05697,-81.12451,1,5,,,,N,,0,0,0,N,N,N,N,99.99,42,0,40,0,N,0,0,44,39,0,0,0,0,99.98999786,15.2,2.3,2.2,,0,9/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,1,0,N,N,N,N,7,7,N,3,N,8,Bridge not over waterway,2,A,1,61.9,1,36.9,5,1,2,1,80,0,1,1.9,3,14,2,2,2011,1,1,2,2,1,0,1,0,23430,2031,,0,H,H,,,0,152,15,229,,,Y,7,156,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000005100050,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1966,56000,Steel,Stringer/Multi-beam or Girder,6,374,CSX RAILROAD            ,I-516             ,Good,56,27732.1,5,SW CITY LIMITS OF SAV.   ,2,32.03537,-81.1343,1,5,,,,N,,0,0,0,1,0,8,8,99.99,71.9,2,35,0,N,0,0,43,80.1,2,2,56.1,74.1,99.98999786,23.3,17.7,0,,0,9/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,1,1,7,8,7,N,N,6,4,7,N,8,Bridge not over waterway,6,A,1,46,1,26.9,5,1,1,1,516,0,1,3.7,3,11,4,0,2011,1,2,1,2,1,0,3,1,84000,2031,,0,R,R,,,0,2258,226,3388,,,Y,7,1680,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,162 - State House District 162
13,Georgia,000000005100470,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1938,18670,Steel,Stringer/Multi-beam or Girder,3,128.9,CSX RAILROAD (641173J)  ,US 80/SR26        ,Fair,84,6726,5,W SECTION OF SAVANNAH    ,17,32.05638,-81.12923,1,5,,,,N,,0,0,0,1,6,8,8,99.99,25.9,0,20,0,N,0,0,39.7,43,4.9,4.9,40,52.2,99.98999786,20.6,12.1,0,,0,9/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,1,0,6,6,7,N,N,6,4,4,N,8,Bridge not over waterway,5,A,1,70,1,42,5,1,2,1,80,0,1,1.9,3,14,3,0,2011,5,2,2,2,1,0,4,0,28005,2031,,0,R,R,,,0,641,64,962,,,Y,6,747,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,163 - State House District 163
13,Georgia,000000019150130,"State Park, Forest, or Reservation Agency",191,McIntosh County,0,0,No Place Code,1994,100,Concrete,Slab,4,80.1,HUDSON CREEK            ,LANDING ROAD      ,Good,28,2153.6,3,SAPELO ISLAND  AREA      ,0,31.4569,-81.36393,11,5,,,,N,,0,0,0,2,0,0,8,99.99,21,0,0,0,0,0,0,24,20,0,0,24,26.9,99.98999786,0,0,0,,0,5/2/18 0:00,24,N  ,N  ,N  ,,,,1,N,0,0,7,7,7,6,N,7,6,N,7,6,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",0,A,1,60,1,35.9,5,1,4,1,59,0,0,98.8,3,19,2,0,2010,1,5,0,2,0,0,1,0,150,2030,,,N,N,,,0,313,31,469,,,Y,7,1,2022,78,20.7,33.9,2,2.3,,,133,0,175.96,4392,1541.35,,01 - Congressional District 1,003 - State Senate District 3,167 - State House District 167
13,Georgia,000000012700040,State Highway Agency,127,Glynn County,0,0,No Place Code,1975,28300,Concrete,Tee Beam,3,81,CYPRESS MILL CREEK      ,"US 17, SR 25 OCEAN",Fair,47,4333.7,5,1 MI N OF BRUNSWICK      ,14,31.18314,-81.47057,1,5,,,,R,2001,0,0,0,1,0,8,8,99.99,40,1,0,0,0,0,0,50.2,26.9,0.7,0.7,50.2,53.5,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,N  ,N  ,,,,0,1,1,0,7,7,5,8,N,5,9,N,8,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",5,A,2,54.9,2,35.9,5,1,2,1,17,0,1,1.2,3,14,2,0,2011,1,5,0,1,1,0,1,1,42450,2031,1271002500,0,N,N,,,0,316,32,475,,,Y,5,283,2022,,,,,,,,,,,,,"13199100 - Brunswick Area Transportation Study, GA",01 - Congressional District 1,003 - State Senate District 3,179 - State House District 179
13,Georgia,000000012700050,State Highway Agency,127,Glynn County,0,11560,Brunswick city,1955,28300,Concrete,Tee Beam,3,81,CYPRESS MILL CREEK      ,"US 17, SR 25 OCEAN",Fair,67,4599.5,5,1 MI N OF BRUNSWICK      ,14,31.18322,-81.47086,1,5,,,,L,1975,0,0,0,1,6,8,8,99.99,40,1,0,0,0,0,0,52.8,26.9,0.7,0.7,53.1,56.8,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,N  ,N  ,,,,0,1,1,0,7,7,5,7,N,5,7,N,8,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",5,A,2,57,2,35.9,5,1,2,1,17,0,1,1.2,3,14,3,0,2011,1,5,0,1,1,0,1,1,42450,2031,1271002500,0,N,N,,,0,403,40,604,,,Y,5,283,2022,,,,,,,,,,,,,"13199100 - Brunswick Area Transportation Study, GA",01 - Congressional District 1,003 - State Senate District 3,179 - State House District 179
13,Georgia,000000012700730,State Highway Agency,127,Glynn County,0,19830,Country Club Estates CDP,1989,15380,Prestressed Concrete,Stringer/Multi-beam or Girder,1,45.9,BACK RIVER TRIB         ,"US 17, SR 25 OCEAN",Good,33,1898.8,5,1 MI N OF BRUNSWICK      ,15,31.19586,-81.46849,1,5,,,,R,,0,0,0,1,0,8,8,99.99,28.9,1,0,0,0,0,0,37.7,45.9,0,0,38.1,41.3,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,N  ,N  ,,,,1,0,1,0,7,8,7,8,N,7,7,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",6,A,1,88,1,46,5,1,2,1,17,0,1,1.2,3,16,2,0,2011,1,5,0,1,0,0,1,0,23070,2031,1271002500,0,N,N,,,0,180,18,270,,,Y,7,154,2022,,,,,,,,,,,,,"13199100 - Brunswick Area Transportation Study, GA",01 - Congressional District 1,003 - State Senate District 3,179 - State House District 179
13,Georgia,000000012700090,State Highway Agency,127,Glynn County,0,0,No Place Code,1955,13450,Concrete,Tee Beam,3,81,THORNHILL CREEK         ,"US 17, SR 25 OCEAN",Good,67,2765,5,5 MI N OF BRUNSWICK      ,19,31.24514,-81.44964,1,5,,,,N,,0,0,0,1,6,8,8,99.99,27.9,0,0,0,0,0,0,27.6,26.9,2,2,27.6,34.1,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,1,0,7,7,7,5,N,6,2,N,5,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,1,46,1,26.9,5,1,2,1,17,0,1,11.2,3,16,2,0,2011,1,5,0,2,0,0,4,0,20175,2031,1271002500,0,N,N,34,1,1400.9,316,32,475,,,Y,7,538,2022,,,,,,,,,,,,,"13199100 - Brunswick Area Transportation Study, GA",01 - Congressional District 1,003 - State Senate District 3,167 - State House District 167
13,Georgia,000000012700060,State Highway Agency,127,Glynn County,0,19830,Country Club Estates CDP,1954,15380,Concrete Continuous,Slab,3,45.9,BACK RIVER TRIB         ,"US 17, SR 25 OCEAN",Fair,68,2170,5,1 MI N OF BRUNSWICK      ,15,31.19588,-81.46866,1,5,,,,L,1990,0,0,0,1,6,8,8,99.99,28.9,1,0,0,0,0,0,40,18,0,0,40.4,47.2,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,N  ,N  ,,,,1,0,1,0,7,7,5,7,N,5,7,N,8,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",5,A,2,59,2,35.9,5,1,2,1,17,0,1,1.2,3,16,2,0,2011,1,5,0,1,0,0,1,0,23070,2031,1271002500,0,N,N,,,0,180,18,270,,,Y,5,154,2022,,,,,,,,,,,,,"13199100 - Brunswick Area Transportation Study, GA",01 - Congressional District 1,003 - State Senate District 3,179 - State House District 179
13,Georgia,000000012700740,State Highway Agency,127,Glynn County,0,19830,Country Club Estates CDP,1989,15380,Concrete,Slab,3,45.9,CEDAR POINT CREEK       ,"US 17, SR 25 OCEAN",Good,33,1913.8,5,2 MI N OF BRUNSWICK      ,16,31.20058,-81.46779,1,5,,,,R,,0,0,0,1,6,8,8,99.99,29.9,1,0,0,0,0,0,38.4,18,0,0,38.4,41.7,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,N  ,N  ,,,,1,0,1,0,7,7,7,8,N,5,7,N,8,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",6,A,1,39.9,1,22.9,5,1,2,1,17,0,1,0,3,16,2,0,2011,1,5,0,1,0,0,1,0,23070,2031,1271002500,0,N,N,,,0,180,18,270,,,Y,7,154,2022,,,,,,,,,,,,,"13199100 - Brunswick Area Transportation Study, GA",01 - Congressional District 1,003 - State Senate District 3,179 - State House District 179
13,Georgia,000000012700080,State Highway Agency,127,Glynn County,0,0,No Place Code,1955,13450,Concrete,Tee Beam,3,81,TROOP CANAL             ,"US 17, SR 25 OCEAN",Good,67,7710.2,5,4 MI N OF BRUNSWICK      ,18,31.22945,-81.45686,1,5,,,,N,1990,0,0,0,1,0,8,8,99.99,60,1,0,0,0,0,0,30.5,26.9,0,0,84,95.1,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,N  ,N  ,,,,1,0,1,0,7,7,7,8,N,6,9,N,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",5,A,1,49.9,1,30,5,1,2,1,17,0,1,11.2,3,16,5,0,2011,1,5,0,2,0,0,4,0,20175,2031,1271002500,0,N,N,34,1,292,575,58,863,,,Y,7,538,2022,,,,,,,,,,,,,"13199100 - Brunswick Area Transportation Study, GA",01 - Congressional District 1,003 - State Senate District 3,167 - State House District 167
13,Georgia,000000012700070,State Highway Agency,127,Glynn County,0,19830,Country Club Estates CDP,1954,15380,Concrete Continuous,Slab,3,45.9,CEDAR POINT CREEK       ,"US 17, SR 25 OCEAN",Fair,68,2154.9,5,2 MI N OF BRUNSWICK      ,16,31.20061,-81.46794,1,5,,,,L,1990,0,0,0,1,6,8,8,99.99,29.9,1,0,0,0,0,0,40.4,18,0,0,40.4,46.9,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,N  ,N  ,,,,1,0,1,0,6,6,5,7,N,5,7,N,8,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",6,A,1,65.9,1,38.9,5,1,2,1,17,0,1,0,3,16,2,0,2011,1,5,0,1,0,0,1,0,23070,2031,1271002500,0,N,N,,,0,180,18,270,,,Y,5,154,2022,,,,,,,,,,,,,"13199100 - Brunswick Area Transportation Study, GA",01 - Congressional District 1,003 - State Senate District 3,179 - State House District 179
13,Georgia,000000005101490,State Highway Agency,51,Chatham County,69000,69000,Savannah city,1969,4860,Steel,Stringer/Multi-beam or Girder,4,250,SR 421 (I-516)          ,LIBERTY PARKWAY   ,Good,53,9924.5,5,0.5 MI W OF HUNTER A.F.B.,1,32.03882,-81.14198,1,5,,,,N,,0,0,0,1,0,8,8,99.99,29.9,0,0,0,N,0,0,29.9,87.9,4.9,2,29.9,39.7,99.98999786,16.5,31.5,6.2,,0,9/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,1,1,7,7,7,N,N,5,4,6,N,8,Bridge not over waterway,6,A,1,39.9,1,23.9,5,1,5,1,4024,0,1,3.1,3,17,2,4,2011,5,1,0,2,0,0,1,0,7290,2031,,0,H,H,,,0,977,98,1465,,,Y,7,49,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,162 - State House District 162
