1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,3 - County Code,3 - County Name,4 - Place Code,City - InfoBridge Place Code,City - InfoBridge Place Name,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),6A - Features Intersected,7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),CAT29 - Deck Area (sq. ft.),2 - Highway Agency District,9 - Location,11 - Mile Point (miles),16 - Latitude (decimal),17 - Longitude (decimal),21 - Maintenance Responsibility,37 - Historical Significance Code,98A - Neighboring State Name,98B - Neighboring State Percent Responsibility,99 - Border Bridge Structure Number,101 - Parallel Structure Designation Code,106 - Year Reconstructed,44A - Approach Spans Material,44B - Approach Spans Design,46 - Number of Approach Spans,107 - Deck Structure Type Code,108A - Wearing Surface Type Code,108B - Membrane Type Code,108C - Deck Protection Code,10 - Inventory Route - Minimum Vertical Clearance (ft.),32 - Approach Roadway Width (ft.),33 - Bridge Median Code,34 - Skew Angle (degrees),35 - Structure Flared,38 - Navigation Control Code,39 - Navigation Vertical Clearance (ft.),40 - Navigation Horizontal Clearance (ft.),47 - Inventory Route Total Horizontal Clearance (ft.),48 - Length of Maximum Span (ft.),50A - Left Curb/Sidewalk Width (ft.),50B - Right Curb/Sidewalk Width (ft.),51 - Bridge Roadway Width Curb to Curb (ft.),52 - Deck Width - Out to Out (ft.),53 - Minimum Vertical Clearance Over Bridge Roadway (ft.),54B - Minimum Vertical Underclearance (ft.),55B - Minimum Lateral Underclearance on Right (ft.),56 - Minimum Lateral Underclearance on Left (ft.),111 - Pier Abutment Protection Code,116 - Minimum Vertical Clearance - Lift Bridge (ft.),90 - Inspection Date,91 - Designated Inspection Frequency,92A - Fracture Critical Details,92B - Underwater Inspection,92C - Other Special Inspection,93A - Fracture Critical Detail Date,93B - Underwater Inspection Date,93C - Other Special Inspection Date,36A - Bridge Railings,36B - Transitions,36C - Approach Guardrail,36D - Bridge Guardrail Ends,58 - Deck Condition Rating,59 - Superstructure Condition Rating,60 - Substructure Condition Rating,61 - Channel and Channel Protection Condition Rating,62 - Culverts Condition Rating,67 - Structural Evaluation Appraisal,68 - Deck Geometry Appraisal,69 - Underclearance Appraisal Vertical and Horizontal,71 - Waterway Adequacy Appraisal,72 - Approach Alignment Appraisal,113 - Scour Critical Bridge Value,31 - Design Load Descriptor,41 - Structure Operational Status Code,63 - Operating Rating Method Code,64 - Operating Rating (US tons),65 - Inventory Rating Method Code,66 - Inventory Rating (US tons),70 - Bridge Posting Code,5A - Record Type,5B - Route Signing Prefix Code,5C - Designated Level of Service Code,5D - Route Number,5E - Directional Suffix Code,12 - Base Highway Network,19 - Bypass or Detour Length (miles),20 - Toll Status,26 - Functional Class Of Inventory Route,28A - Lanes On the Structure,28B - Lanes Under the Structure,30 - Year of Average Daily Traffic,42A - Type of Service on Bridge Code,42B - Type Of Service Under Bridge Code,100 - STRAHNET Highway Designation,102 - Direction of Traffic Code,104 - Inventory Route NHS Code,105 - Federal Lands Highways Code,109 - Average Daily Truck Traffic (Percent ADT),110 - Designated National Truck Network Code,114 - Future Average Daily Traffic,115 - Year of Future Average Daily Traffic,13A - LRS Inventory Route,13B - Subroute Number,54A - Minimum Vertical Underclearance Reference Feature,55A - Minimum Lateral Underclearance Reference Feature,75A - Type of Work Proposed,75B - Work Done By,76 - Length of Structure Improvement (ft.),94 - Bridge Improvement Cost,95 - Roadway Improvement Cost,96 - Total Project Cost,97 - Year of Improvement Cost Estimate,103 - Temporary Structure Designation Code,112 - NBIS Minimum Bridge Length,CAT23 - Condition Code,Computed - Average Daily Truck Traffic (Volume),Latest Submittal Year,Average Relative Humidity,Average Temperature,Maximum Temperature,Mean Wind Speed,Minimum Temperature,Number of Freeze-Thaw Cycles,Number of Snowfall Days,Number of Days with Measurable Precipitation,Number of Days with Temperature Below 0?C,Prevailing Wind Direction,Time of Wetness,Total Precipitation,Metropolitan Planning Organization (MPO),U.S. Congressional District,State Senate District,State House District
13,Georgia,000000009950650,County Highway Agency,99,Early County,0,0,No Place Code,2009,100,Concrete,Slab,3,60,WAMBLE CREEK            ,ROD BLUFF ROAD    ,Good,13,1615.2,4,8 MILES WEST OF DAMASCUS ,1,31.30056,-84.85764,2,5,,,,N,,0,0,0,2,0,0,0,99.99,20,0,0,0,0,0,0,24,20,0,0,24,26.9,99.98999786,0,0,0,,0,1/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,7,7,7,8,N,7,6,N,7,7,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",6,A,2,75,2,45,5,1,4,1,9,0,1,1.9,3,9,2,0,2012,1,5,0,2,0,0,1,0,150,2032,,0,N,N,,,0,234,23,352,,,Y,7,1,2022,78,18.9,37.3,2,-4.4,,,127,14,169.91,4676,1384.74,,02 - Congressional District 2,011 - State Senate District 11,151 - State House District 151
13,Georgia,000000015150560,County Highway Agency,151,Henry County,0,0,No Place Code,1992,1450,Concrete,Slab,4,109.9,TUSSAHAW CREEK          ,SOUTH OLA ROAD    ,Good,30,3425.6,3,5 MI NE OF LOCUST GROVE  ,1,33.39887,-84.05402,2,5,,,,N,,0,0,0,1,0,0,8,99.99,21,0,30,0,0,0,0,27.9,29.9,0,0,27.9,31.2,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,N  ,N  ,,,,1,0,0,0,7,7,7,7,N,7,5,N,8,4,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",4,P,1,61.9,1,36.9,5,1,4,1,396,0,1,6.2,3,8,2,0,2011,1,5,0,2,0,0,1,0,2175,2031,1512039600,0,N,N,,,0,430,43,645,,,Y,7,15,2022,76,17.2,37.8,0,-5.3,,,107,36,159.51,4474,1115.61,"13197100 - Atlanta Regional Commission, GA",10 - Congressional District 10,017 - State Senate District 17,110 - State House District 110
13,Georgia,000000013750220,County Highway Agency,137,Habersham County,0,0,No Place Code,1990,510,Concrete,Culvert,3,37.1,BEAVER DAM CREEK        ,ZEB BRISON ROAD   ,Good,32,778.4,1,1.9 MI NW OF CLARKESVILLE,1,34.62669,-83.55593,2,5,,,,N,,0,0,0,N,N,N,N,99.99,21,0,30,0,0,0,0,30.2,12.1,0,0,0,0,99.98999786,0,0,0,,0,3/2/18 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,6,7,7,N,N,7,5,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,0,61,0,35.9,5,1,4,1,177,0,1,3.7,3,9,2,0,2011,1,5,0,2,0,0,1,0,765,2031,1372017700,0,N,N,,,0,145,14,217,,,Y,7,5,2022,78,15.1,36.1,0,-5.9,,,115,59,157.05,4627,1252.83,,09 - Congressional District 9,050 - State Senate District 50,010 - State House District 10
13,Georgia,000000013700450,State Highway Agency,137,Habersham County,0,0,No Place Code,1990,940,Concrete,Culvert,4,51.8,SHOAL CREEK             ,SR 197            ,Good,32,935.4,1,4.5 MI N OF CLARKESVILLE ,10,34.68032,-83.5337,1,5,,,,N,,0,0,0,N,N,N,N,99.99,18,0,35,0,0,0,0,28.2,12.1,0,0,0,0,99.98999786,0,0,0,,0,3/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,N,N,N,8,7,7,N,N,9,5,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,0,61,0,35.9,5,1,3,1,197,0,1,5,3,7,2,0,2011,1,5,0,2,0,0,6,0,1410,2031,1371019700,0,N,N,,,0,203,20,305,,,Y,7,56,2022,78,15.1,36.1,0,-5.9,,,115,59,157.05,4627,1252.83,,09 - Congressional District 9,050 - State Senate District 50,010 - State House District 10
13,Georgia,000000029300150,State Highway Agency,293,Upson County,0,0,No Place Code,1948,2400,Concrete,Culvert,2,30.8,SWIFT CREEK             ,SR 74             ,Fair,74,738.6,3,5 MI E OF THOMASTON      ,19,32.92025,-84.24354,1,5,,,,N,,0,0,0,N,N,N,N,99.99,24,0,48,0,0,0,0,31.8,15.1,0,0,0,0,99.98999786,0,0,0,,0,2/2/18 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,7,6,6,N,N,8,7,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,0,46,0,26.9,5,1,3,1,74,0,1,5,3,6,2,0,2012,1,5,0,2,0,0,1,0,3600,2032,2931007400,0,N,N,,,0,121,12,182,,,Y,6,24,2022,77,17.3,39,0,-5.4,,,118,31,150.05,4643,1076.38,,03 - Congressional District 3,018 - State Senate District 18,131 - State House District 131
13,Georgia,000000029750880,County Highway Agency,297,Walton County,0,0,No Place Code,1990,1000,Concrete,Culvert,4,39,BIG FLAT CREEK          ,BAY CREEK ROAD    ,Good,32,781.4,1,1.7 MI E OF LOGANVILLE   ,1,33.84858,-83.87522,2,5,,,,N,0,0,0,0,N,N,N,N,99.99,20,0,0,0,0,0,0,30.2,8.9,0,0,0,0,99.98999786,0,0,0,,0,8/2/17 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,7,7,7,N,N,7,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,0,61,0,35.9,5,1,4,1,37,0,1,1.2,3,19,2,0,2012,1,5,0,2,0,0,1,0,1500,2032,2972003700,0,N,N,,,0,152,15,229,,,Y,7,10,2022,77,16.4,36.6,0,-5.6,,,111,43,157.92,4521,1263.46,"13197100 - Atlanta Regional Commission, GA",10 - Congressional District 10,046 - State Senate District 46,114 - State House District 114
13,Georgia,000000024700120,State Highway Agency,247,Rockdale County,0,0,No Place Code,1962,15780,Concrete,Tee Beam,5,180.1,BIG HAYNES CREEK        ,SR 138            ,Good,60,6204.9,7,4.5 MI NE OF CONYERS     ,17,33.71156,-83.93101,1,5,,,,N,,0,0,0,1,0,0,8,99.99,26.9,0,45,0,0,0,0,27.9,36.1,2,2,27.9,34.4,99.98999786,0,0,0,,0,5/2/17 0:00,24,N  ,Y60,N  ,,319,,0,0,0,0,7,7,7,6,N,6,2,N,6,7,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",4,A,1,46,1,28,5,1,3,1,138,0,1,8.1,3,16,2,0,2012,1,5,0,2,1,0,1,1,23670,2032,2471013800,0,N,N,34,1,1500,703,70,1055,,,Y,7,158,2022,76,17.2,37.8,0,-5.3,,,107,36,159.51,4474,1115.61,"13197100 - Atlanta Regional Commission, GA",04 - Congressional District 4,043 - State Senate District 43,114 - State House District 114
13,Georgia,000000017150100,County Highway Agency,171,Lamar County,0,0,No Place Code,1959,490,Concrete,Culvert,2,22,BIG TOWALIGA CREEK      ,GROVE STREET      ,Good,63,439.9,3,1 MI NW OF BARNESVILLE   ,1,33.07187,-84.18523,2,5,,,,N,,0,0,0,N,N,N,N,99.99,20,0,30,0,0,0,0,29.9,9.8,0,0,0,0,99.98999786,0,0,0,1,0,3/2/17 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,7,7,6,N,N,9,6,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,0,48,0,26.9,5,1,4,1,62,0,1,5,3,8,2,0,2012,1,5,0,2,0,0,1,0,735,2032,1712006200,0,N,N,,,0,0,0,0,,,Y,7,5,2022,77,17.3,39,0,-5.4,,,118,31,150.05,4643,1076.38,,03 - Congressional District 3,016 - State Senate District 16,130 - State House District 130
13,Georgia,000000021700520,County Highway Agency,217,Newton County,0,0,No Place Code,1963,6940,Concrete,Tee Beam,4,160.1,SNAPPING SHOALS CREEK   ,BROWN BRIDGE ROAD ,Fair,59,4832.6,2,4.5 MI W OF PORTERDALE   ,2,33.56906,-83.98832,2,5,,,,N,,0,0,0,1,0,0,8,99.99,21,0,23,0,0,0,0,23.6,40,2,2,24,30.2,99.98999786,0,0,0,1,0,1/2/19 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,6,7,7,8,N,4,2,N,8,7,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",2,P,1,30,1,18,3,1,4,1,1701,0,1,1.2,3,16,2,0,2011,1,5,0,2,0,0,1,0,10410,2031,2172051100,0,N,N,34,1,371.1,625,63,938,,,Y,6,69,2022,76,17.2,37.8,0,-5.3,,,107,36,159.51,4474,1115.61,"13197100 - Atlanta Regional Commission, GA",04 - Congressional District 4,043 - State Senate District 43,113 - State House District 113
13,Georgia,000000025500260,State Highway Agency,255,Spalding County,0,0,No Place Code,1966,72700,Concrete,Culvert,5,35.1,TOWALIGA RIVER TRIB     ,I-75              ,Good,56,3858.3,3,8.5 MI NE OF GRIFFIN     ,206,33.27695,-84.10555,1,5,,,,N,,0,0,0,N,N,N,N,99.99,109.9,1,10,0,0,0,0,61.7,5.9,0,0,0,0,99.98999786,0,0,0,,0,8/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,N,N,N,6,7,7,N,N,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,0,99,0,99,5,1,1,1,75,0,1,29.8,3,1,6,0,2011,1,5,1,2,1,0,1,1,109050,2031,2551040100,0,N,N,,,0,286,29,429,,,Y,7,727,2022,76,16.8,37,1,-5.9,,,110,41,168.64,4359,1120.56,,03 - Congressional District 3,016 - State Senate District 16,130 - State House District 130
13,Georgia,000000030750010,County Highway Agency,307,Webster County,0,81128,Webster County unified government,1960,600,Concrete,Culvert,2,21,KINCHAFOONEE CRK TRIB   ,CR 8              ,Good,62,378.9,3,3 MI NW OF PRESTON       ,3,32.10717,-84.55921,2,5,,,,N,,0,0,0,N,N,N,0,99.99,18,0,0,0,0,0,0,33.8,9.8,0,0,0,0,99.98999786,0,0,0,,0,4/2/17 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,6,7,6,N,N,7,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,0,46,0,26.9,5,1,4,1,8,0,1,6.2,3,8,2,0,2011,1,5,0,2,0,0,1,0,900,2031,3072000800,0,N,N,,,0,82,8,123,,,Y,7,6,2022,76,18.6,38.5,2,-4.7,,,129,20,175.4,4202,1137.8,,02 - Congressional District 2,012 - State Senate District 12,151 - State House District 151
13,Georgia,000000020150230,County Highway Agency,201,Miller County,0,0,No Place Code,1965,90,Concrete,Culvert,3,33.1,FLAT CREEK TRIB         ,GRIGGS-LUCILLE RD.,Good,57,663.2,4,10.1 MILE  WEST OF COLQUI,8,31.21212,-84.89449,2,5,,,,N,,0,0,0,N,N,N,N,99.99,20,0,0,0,0,0,0,27.9,9.8,0,0,0,0,99.98999786,0,0,0,,0,3/2/18 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,6,7,6,N,N,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,0,46,0,26.9,5,1,4,1,95,0,1,8.7,3,8,2,0,2011,1,5,0,2,0,0,1,0,135,2031,2012009500,0,N,N,,,0,129,13,193,,,Y,7,1,2022,79,19.4,35.9,2,-3.6,,,120,13,170.87,4642,1418.14,,02 - Congressional District 2,011 - State Senate District 11,154 - State House District 154
13,Georgia,000000024300210,County Highway Agency,243,Randolph County,0,0,No Place Code,1955,310,Steel Continuous,Stringer/Multi-beam or Girder,5,134.8,PACHITLA CREEK          ,FAS 1662          ,Good,67,4070,4,5.8 MILES  EAST OF CUTHBE,5,31.74618,-84.69638,2,5,,,,N,,0,0,0,1,0,0,8,99.99,20,0,0,0,0,0,0,24,26.9,2,2,24,30.2,99.98999786,0,0,0,,0,6/2/18 0:00,24,N  ,Y60,N  ,,320,,0,0,1,0,7,7,7,5,N,6,5,N,8,6,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",2,A,1,46,1,28,5,1,4,1,1662,0,1,6.8,3,7,2,0,2011,1,5,0,2,0,0,1,0,465,2031,2432016100,0,N,N,,,0,527,53,791,,,Y,7,3,2022,78,18.9,37.3,2,-4.4,,,127,14,169.91,4676,1384.74,,02 - Congressional District 2,012 - State Senate District 12,151 - State House District 151
13,Georgia,000000019750010,County Highway Agency,197,Marion County,0,0,No Place Code,1960,70,Steel,Stringer/Multi-beam or Girder,5,80.1,SHOAL CREEK             ,WALTER WELLS RD   ,Poor,62,2022.3,3,5.5 MI NE OF BUENA VISTA ,2,32.3875,-84.4537,2,5,,,,N,,0,0,0,1,0,0,8,99.99,18,0,0,0,0,0,0,24,16.1,0,0,24,25.3,99.98999786,0,0,0,,0,4/2/17 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,7,7,3,7,N,2,6,N,7,6,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",2,P,1,9.9,1,3,0,1,4,1,7,0,1,1.9,3,9,2,0,2011,1,5,0,2,0,0,1,0,105,2031,1972000700,0,N,N,31,1,1399.9,83,110,226,,,Y,3,1,2022,77,17.9,37.9,1,-5.1,,,121,25,171.99,4528,1072.98,,02 - Congressional District 2,015 - State Senate District 15,138 - State House District 138
13,Georgia,000000009950440,County Highway Agency,99,Early County,0,0,No Place Code,1980,490,Prestressed Concrete,Channel Beam,2,40,WAMBLE CREEK TRIB       ,CUBA ROAD         ,Good,42,1011.2,4,6.9 MILES SOUTHEAST OF BL,2,31.29985,-84.86386,2,5,,,,N,,0,0,0,2,0,0,0,99.99,20,0,0,0,0,0,0,23.3,20,0,0,23.6,25.3,99.98999786,0,0,0,,0,1/2/18 0:00,24,N  ,N  ,N  ,,,,1,0,0,0,7,7,7,7,N,6,4,N,7,6,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",2,A,1,48.9,1,29,5,1,4,1,201,0,1,1.9,3,9,2,0,2012,1,5,0,2,0,0,1,0,735,2032,,0,N,N,,,0,156,16,234,,,Y,7,5,2022,78,18.9,37.3,2,-4.4,,,127,14,169.91,4676,1384.74,,02 - Congressional District 2,011 - State Senate District 11,151 - State House District 151
13,Georgia,000000013750210,County Highway Agency,137,Habersham County,0,0,No Place Code,1993,1140,Concrete,Culvert,2,25.9,BEAVER DAM CREEK        ,BILL RAMSEY ROAD  ,Good,29,467.7,1,2.3 MI NW OF CLARKESVILLE,2,34.63285,-83.55929,2,5,,,,N,,0,0,0,N,N,N,N,99.99,18,0,0,0,0,0,0,25.6,12.1,0,0,0,0,99.98999786,0,0,0,,0,3/2/18 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,6,7,7,N,N,7,5,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,0,61,0,35.9,5,1,4,1,174,0,1,3.7,3,9,2,0,2011,1,5,0,2,0,0,1,0,1710,2031,1372017400,0,N,N,,,0,102,10,152,,,Y,7,11,2022,78,15.1,36.1,0,-5.9,,,115,59,157.05,4627,1252.83,,09 - Congressional District 9,050 - State Senate District 50,010 - State House District 10
13,Georgia,000000013950340,County Highway Agency,139,Hall County,0,0,No Place Code,1988,490,Concrete,Culvert,2,22,EAST FORK POND CREEK    ,COKER ROAD        ,Good,34,439.9,1,4.8 MI NE OF CANDLER     ,0,34.25305,-83.7157,2,5,,,,N,,0,0,0,N,N,N,N,99.99,20,0,16,0,0,0,0,29.5,9.8,0,0,0,0,99.98999786,0,0,0,,0,5/2/17 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,6,7,7,N,N,7,6,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,0,61,0,35.9,5,1,4,1,787,0,1,3.7,3,9,2,0,2012,1,5,0,2,0,0,1,0,735,2032,1392078700,0,N,N,,,0,86,9,129,,,Y,7,5,2022,78,15.1,36.1,0,-5.9,,,115,59,157.05,4627,1252.83,"13200301 - Gainesville-Hall MPO, GA",09 - Congressional District 9,050 - State Senate District 50,027 - State House District 27
13,Georgia,000000013900670,County Highway Agency,139,Hall County,0,0,No Place Code,1955,2470,Concrete,Culvert,2,29.9,BUFFINGTON CREEK TRIB   ,JOE CHANDLER RD   ,Good,67,597.5,1,5.1 MI S OF LULA         ,4,34.31849,-83.68916,2,5,,,,N,,0,0,0,N,N,N,N,99.99,20,0,45,0,0,0,0,29.2,14.1,0,0,0,0,99.98999786,0,0,0,,0,4/2/17 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,6,7,6,N,N,8,6,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,0,46,0,26.9,5,1,4,1,2686,0,1,1.9,3,7,2,0,2012,1,5,0,2,0,0,1,0,3705,2032,1392129900,0,N,N,,,0,117,12,176,,,Y,7,25,2022,78,15.1,36.1,0,-5.9,,,115,59,157.05,4627,1252.83,"13200301 - Gainesville-Hall MPO, GA",09 - Congressional District 9,050 - State Senate District 50,027 - State House District 27
13,Georgia,000000015750320,County Highway Agency,157,Jackson County,0,0,No Place Code,1992,600,Steel,Culvert,4,37.1,LOTT CREEK              ,DAVENPORT ROAD    ,Fair,30,887.9,1,2.3 MI N OF BRASELTON    ,0,34.1425,-83.76163,2,5,,,,N,,0,0,0,N,N,N,N,99.99,24,0,0,0,0,0,0,32.5,6.9,0,0,0,0,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,6,6,6,N,N,4,5,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,0,46,0,26.9,5,1,4,1,185,0,1,3.7,3,9,2,0,2011,1,5,0,2,0,0,1,0,900,2031,1572018500,0,N,N,,,0,145,14,217,,,Y,6,6,2022,77,16.4,36.6,0,-5.6,,,111,43,157.92,4521,1263.46,"13200301 - Gainesville-Hall MPO, GA",09 - Congressional District 9,047 - State Senate District 47,031 - State House District 31
13,Georgia,000000013950420,County Highway Agency,139,Hall County,0,0,No Place Code,1988,490,Concrete,Culvert,3,28.9,BUFFINGTON CREEK        ,DUNAGAN ROAD      ,Good,34,606.2,1,7 MI E OF GAINESVILLE    ,1,34.29866,-83.69781,2,5,,,,N,,0,0,0,N,N,N,N,99.99,21,0,0,0,0,0,0,25.6,8.9,0,0,0,0,99.98999786,0,0,0,,0,5/2/17 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,6,7,7,N,N,7,5,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,0,61,0,35.9,5,1,4,1,812,0,1,3.1,3,9,2,0,2012,1,5,0,2,0,0,1,0,735,2032,1392081200,0,N,N,,,0,113,11,170,,,Y,7,5,2022,78,15.1,36.1,0,-5.9,,,115,59,157.05,4627,1252.83,"13200301 - Gainesville-Hall MPO, GA",09 - Congressional District 9,049 - State Senate District 49,027 - State House District 27
13,Georgia,000000001350070,County Highway Agency,13,Barrow County,0,0,No Place Code,1968,490,Concrete,Culvert,3,32.2,ROCK CREEK              ,BOSS HARDY ROAD   ,Good,54,643.5,1,3.5 MI NE OF AUBURN      ,1,34.05556,-83.79762,2,5,,,,N,,0,0,0,N,0,N,N,99.99,20,0,0,0,0,0,0,33.1,9.8,0,0,0,0,99.98999786,0,0,0,,0,3/2/17 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,8,7,7,N,N,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,1,70,1,42,5,1,4,1,42,0,1,3.7,3,9,2,0,2012,1,5,0,2,0,0,1,0,735,2032,,0,N,N,,,0,125,13,188,,,Y,7,5,2022,77,16.4,36.6,0,-5.6,,,111,43,157.92,4521,1263.46,"13197100 - Atlanta Regional Commission, GA",10 - Congressional District 10,047 - State Senate District 47,116 - State House District 116
13,Georgia,000000013950820,County Highway Agency,139,Hall County,0,0,No Place Code,1997,490,Concrete,Culvert,3,28.9,BUFFINGTON CREEK        ,LAZY FALLS ROAD   ,Good,25,435.7,1,8 MI E OF GAINESVILLE    ,0,34.3073,-83.69514,2,5,,,,N,,0,0,0,N,N,N,N,99.99,15.1,0,25,0,0,0,0,15.1,8.9,0,0,0,0,99.98999786,0,0,0,,0,4/2/17 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,8,7,7,N,N,8,5,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,0,61,0,35.9,5,1,4,1,813,0,1,1.9,3,9,2,0,2012,1,5,0,2,0,0,5,0,735,2032,1392081300,0,N,N,,,0,113,11,170,,,Y,7,25,2022,78,15.1,36.1,0,-5.9,,,115,59,157.05,4627,1252.83,"13200301 - Gainesville-Hall MPO, GA",09 - Congressional District 9,049 - State Senate District 49,027 - State House District 27
